name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
Teo Orthopaedic Specialist Clinic,clinic,clinic,general,Unknown,Unknown,1.4663748,103.7593403,0.0
Klinik Maria,other,dentist,general,Unknown,Unknown,1.4662313,103.7594606,0.0
Klinik Mesra,other,,general,Unknown,Port Dickson,2.4624813,101.8544193,0.0
Maria Hospital,hospital,,general,Unknown,Unknown,1.4659796,103.7595047,0.0
KL Eye Specialist Centre,clinic,clinic,ophthalmology,Unknown,Unknown,3.2146957,101.6390662,0.0
Samcare Clinic,clinic,clinic,general,Unknown,Unknown,3.2148707,101.6408077,0.0
Klinik Pergigian Smile Infinity Puncak Jalil,other,dentist,dentist,Unknown,Seri Kembangan,3.022501,101.6751293,0.0
Klinik Selva,clinic,clinic,general,Unknown,Balakong,3.0267432,101.7331525,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.0457204,101.7395679,0.0
Klinik Nur Sejahtera LPPKN,other,doctor,general,Unknown,Kuala Kangsar,4.7722444,100.9340893,0.0
Vitro Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Kangsar,4.7698596,100.940702,0.0
i-Health Pharmacy,pharmacy,pharmacy,general,Unknown,Kuala Kangsar,4.7701851,100.9415827,0.0
Poliklinik An Nur,clinic,clinic,general,Unknown,Kajang,2.8857396,101.7909753,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Kajang,2.8855209,101.7907007,0.0
Kings Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.318712,113.9926727,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,2.9329234,101.5469045,0.0
Klinik Kesihatan Long Bedian,clinic,clinic,general,Unknown,Unknown,3.7957317,114.7352099,0.0
Klinik Selva,clinic,clinic,general,Unknown,Unknown,3.0438079,101.6207619,0.0
Pusat Pakar Mata ACS,other,optometrist,general,Unknown,Kajang,2.9773142,101.7962737,0.0
Advanced Lab,other,laboratory,general,Unknown,Unknown,1.5349149,110.3373707,0.0
Klinik Dr Ng Wee Kok,clinic,clinic,general,Unknown,Unknown,1.5349503,110.337369,0.0
Klinik Hero,clinic,clinic,general,Unknown,Unknown,3.178016,101.7425958,0.0
iCare Dental Shah Alam,other,dentist,dentistry;dentist,Unknown,Shah Alam,3.0627627,101.4818676,0.0
Pusat Rawatan Komplementari Islam,other,alternative,general,Unknown,Unknown,5.6952083,100.5146358,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5144264,103.63231,0.0
NuCare,pharmacy,pharmacy,general,Unknown,Unknown,4.4698746,101.375565,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Cameron Highlands,4.4702988,101.3757178,0.0
Cameron Pharmacy,pharmacy,pharmacy,general,Unknown,Cameron Highlands,4.4703027,101.3757695,0.0
Facesun SciTech Wellness Centre,other,yes,general,Unknown,Unknown,4.3154005,101.1493263,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.3129368,101.1524708,0.0
HTM Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.3131886,101.1524348,0.0
Sunway Multicare,pharmacy,pharmacy,general,Unknown,Unknown,4.3133572,101.1524228,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,4.3130418,101.1515975,0.0
Klinik Pusrawi,clinic,clinic,general,Unknown,Unknown,2.9637866,101.7520358,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,2.9639709,101.7523126,0.0
Klinik Pergigian Norshah,other,dentist,general,Unknown,Unknown,2.964017,101.7523674,0.0
Klinik Anda,clinic,clinic,general,Unknown,Unknown,2.9631807,101.756322,0.0
Rawatan Tabib,other,alternative,traditional_chinese_medicine,Unknown,Unknown,4.1071246,101.2940946,0.0
Farmasi Nadi Utama,pharmacy,,general,Unknown,Petaling Jaya,3.0788451,101.6264097,0.0
"Drs Koo, Loh & Fok",other,,general,Unknown,Singapore,1.3107871,103.6302044,0.0
Klinik Jaya Ampang,clinic,clinic,general,Unknown,Unknown,3.1435644,101.7765359,0.0
Poliklinik Mediprima,clinic,clinic,general,Unknown,Unknown,3.2020866,101.558265,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1114316,101.5861374,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1113073,101.5864309,0.0
Poliklinik Sri Kelana,clinic,clinic,general,Unknown,Unknown,4.211934,101.2684075,0.0
Ooi & Khor Dental Clinic,other,dentist,general,Unknown,Unknown,2.9439895,101.5422366,0.0
Poliklinik Shaik,clinic,clinic,general,Unknown,Unknown,2.9439499,101.5421829,0.0
Good Clinic,clinic,clinic,general,Unknown,Unknown,3.1614435,101.7171091,0.0
Klinik Segara,clinic,clinic,general,Unknown,Puchong,3.0635404,101.6479645,0.0
Poliklinik Vijay,clinic,clinic,general,Unknown,Puchong,3.0640209,101.648413,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1782304,101.7414694,0.0
Pathlab,other,laboratory,general,Unknown,Unknown,1.5174307,110.366295,0.0
Infapro,hospital,hospital,general,Unknown,Unknown,4.9801692,117.8572761,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,5.4212595,100.3252402,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.505946,110.3623525,0.0
Farmasi GT Health,pharmacy,pharmacy,general,Unknown,Unknown,3.2317559,101.4522595,0.0
Hai-O,pharmacy,pharmacy,general,Unknown,Unknown,3.1118389,101.7298384,0.0
iTCM Healthcare Centre 爱康中医诊所,hospital,hospital,general,Unknown,George Town,5.4240233,100.3177625,0.0
Healthcare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.513396,110.344571,0.0
Klinik Kanak-Kanak Muthiah,clinic,clinic,general,Unknown,Kuala Lumpur,3.1728716,101.6924211,0.0
Klinik Pakar Perubatan Kuala Kangsar,clinic,clinic,general,Unknown,Unknown,4.7710555,100.9369183,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5135867,110.3445907,0.0
MyTown Pharmacy,pharmacy,pharmacy,general,Unknown,Sibu,2.2907743,111.8207725,0.0
Farmasi Medi Mesra,pharmacy,pharmacy,general,Unknown,Gua Musang,4.8747714,101.9623842,0.0
Klinik Gigi Dr Nik,other,dentist,general,Unknown,Gua Musang,4.8734226,101.9623948,0.0
Poliklinik Bakti-Aminin,clinic,clinic,general,Unknown,Unknown,3.6799709,101.5212125,0.0
Klinik Pergigian Izznara,other,,general,Unknown,Unknown,6.1231482,100.347717,0.0
Pejabat Rekod/Perundangan Institut Ortopedik & Traumatologi,other,yes,general,Unknown,Unknown,3.1703543,101.7035109,0.0
Pusat Dialisis B Braun Avitum (Butterworth),other,yes,general,Unknown,Unknown,5.4258385,100.3830768,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,5.9856204,116.0759655,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.4495554,102.4158969,0.0
Unit Rekod Perubatan Neurosains,other,yes,general,Unknown,Unknown,3.1699364,101.7043794,0.0
Kompleks MRI Jabatan Radiologi,hospital,hospital,general,Unknown,Unknown,3.172961,101.7005897,0.0
Wad Diraja,other,yes,general,Unknown,Unknown,3.1712415,101.7016079,0.0
Drs Young Newton,clinic,clinic,general,Unknown,Petaling Jaya,3.0997058,101.6464128,0.0
All Day Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1946612,101.6304942,0.0
Dr.Christina's Dental Clinic,other,dentist,general,Unknown,Unknown,1.5035395,110.3494929,0.0
Jabatan Pemuliham Carakerja,other,yes,general,Unknown,Unknown,3.1695766,101.7043195,0.0
Kaunter Pandu Lalu Farmasi HKL,pharmacy,pharmacy,general,Unknown,Unknown,3.1696046,101.7037705,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,2.188373,102.2495586,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,4.4792302,118.6132844,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,5.3378364,100.4287135,0.0
Klinik Azhar,other,doctor,general,Unknown,Kuala Lumpur,3.1089824,101.6702805,0.0
Klinik Butiza,clinic,clinic,general,Unknown,Unknown,5.8919485,118.0553571,0.0
Klinik SFI,clinic,clinic,general,Unknown,Unknown,5.0239174,115.5371597,0.0
Klinik Mediunity,clinic,clinic,general,Unknown,Unknown,3.1003243,101.7404045,0.0
Klinik Kesihatan Batu 8,clinic,clinic,general,Unknown,Unknown,3.2459066,101.7225254,0.0
Tiny Tots Children Specialist Clinic,clinic,clinic,general,Unknown,Unknown,3.0522234,101.6788769,0.0
Poliklinik A2,clinic,clinic,general,Unknown,Johor Bahru,1.574268,103.7487899,0.0
Qi Gong Rehabilitation Center,other,rehabilitation,general,Unknown,Unknown,5.4207851,100.3327066,0.0
Kelinik Ratna,clinic,clinic,general,Unknown,Unknown,5.3503412,100.2346856,0.0
Health Lane Family Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1470421,101.7372829,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.1454879,101.7156246,0.0
Klinik Zam,clinic,clinic,general,Unknown,Unknown,4.7511098,103.4153198,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,4.7559968,103.4130036,0.0
Specialist Clinics,clinic,clinic,general,Unknown,Unknown,4.752632,103.4149078,0.0
Physiotheraphy,clinic,clinic,general,Unknown,Unknown,4.7520318,103.413331,0.0
Radicare Workshop,hospital,hospital,general,Unknown,Unknown,4.7518549,103.4138173,0.0
Outpatient Unit,clinic,clinic,general,Unknown,Unknown,4.7520941,103.4145397,0.0
Ward 4 (Paediatric Clinic),hospital,hospital,general,Unknown,Unknown,4.7523808,103.4147273,0.0
Pathology Unit,clinic,clinic,general,Unknown,Unknown,4.7516156,103.4145751,0.0
JKKP Unit,hospital,hospital,general,Unknown,Unknown,4.7519714,103.4135694,0.0
Operation Theatre,hospital,hospital,general,Unknown,Unknown,4.7517871,103.4142626,0.0
X-Ray Unit,clinic,clinic,general,Unknown,Unknown,4.7517288,103.414463,0.0
Dietetic Unit,clinic,clinic,general,Unknown,Unknown,4.7518837,103.4140031,0.0
Pulmonologist,clinic,clinic,general,Unknown,Unknown,4.7519259,103.4144244,0.0
Infection Control Unit,clinic,clinic,general,Unknown,Unknown,4.7520003,103.4134491,0.0
CSSD,hospital,hospital,general,Unknown,Unknown,4.7518155,103.4141847,0.0
Dentistry,other,dentist,general,Unknown,Unknown,4.7517644,103.4143587,0.0
Emergency,hospital,hospital,general,Unknown,Unknown,4.7520533,103.4147037,0.0
Blood Transfusion Unit,clinic,clinic,general,Unknown,Unknown,4.7516792,103.4146017,0.0
Klinik Kesihatan Mela,clinic,clinic,general,Unknown,Unknown,4.0739377,102.2689439,0.0
Klink Desa Teh,clinic,clinic,general,Unknown,Unknown,3.9683069,102.3500774,0.0
Farmasi Alpro,pharmacy,pharmacy,general,Unknown,Unknown,3.4833106,102.3496276,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.4836215,102.3503474,0.0
Pines Square Dental Clinic,other,dentist,dental_oral_maxillo_facial_surgery;dentistry,Unknown,Kuching,1.5103461,110.3065937,0.0
Pure Pharmacy SDN. BHD.,pharmacy,pharmacy,general,Unknown,Unknown,5.4203881,100.3327076,0.0
The Lasus Clinic,clinic,clinic,plastic_surgery,Unknown,Unknown,3.1327093,101.6715572,0.0
Klinik Pergigian Loh,other,dentist,general,Unknown,Petaling Jaya,3.086702,101.6472946,0.0
Klinik Pakar Wanita Joyce Thum,other,maternity,general,Unknown,Petaling Jaya,3.0866027,101.6478935,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0867512,101.6472345,0.0
Pusat Rehabilitasi PERKESO,other,physiotherapist,general,Unknown,Unknown,5.3143865,103.1545803,0.0
Pusat Kesihatan Mental Masyarakat,clinic,clinic,general,Unknown,Unknown,5.3262535,103.1486338,0.0
Primer Cherang Clinic Kuala Terengganu,clinic,clinic,general,Unknown,Kuala Terengganu,5.3290168,103.1456504,0.0
"Klinik Catterall, Khoo & Raja Malek",clinic,clinic,general,Unknown,Petaling Jaya,3.0873725,101.6477263,0.0
Pokiong Pharmacy (Selangau),pharmacy,pharmacy,general,Unknown,Unknown,2.5228734,112.3252299,0.0
Klinik Adnin,clinic,clinic,general,Unknown,Unknown,5.346956,103.0920306,0.0
Klinik Aishah & Akma,clinic,clinic,general,Unknown,Unknown,5.347212,103.0913879,0.0
Klinik Pergigian Dr. Ho,other,dentist,general,Unknown,Miri,4.4518327,114.0392565,0.0
Farmasi My Pharmacy,pharmacy,,general,Unknown,Unknown,1.5079149,103.6884188,0.0
Farmasi U Life Pharmacy,pharmacy,,general,Unknown,Unknown,1.480911,103.68477,0.0
Farmasi Loving,pharmacy,,general,Unknown,Unknown,1.5170225,103.6671,0.0
Farmasi Wellness Pharmacy,pharmacy,,general,Unknown,Unknown,1.5151901,103.6692775,0.0
Kedai Kelengkapan Peribadi Watsons,pharmacy,,general,Unknown,Unknown,1.5160755,103.6672461,0.0
Klinik Pergigian L&L,other,,general,Unknown,Unknown,1.5168178,103.6667718,0.0
Klinik Pergigian Norisah,other,dentist,general,Unknown,Unknown,5.3469068,103.0920212,0.0
Klinik Bandar Baru,other,doctor,general,Unknown,Unknown,3.2099911,101.5623971,0.0
Poliklinik TL,other,doctor,general,Unknown,Unknown,3.2115015,101.5613027,0.0
Eureka Homecare & Rehab Supplies,other,rehabilitation,general,Unknown,Bandar Baru Bangi,2.9651288,101.7804587,0.0
Miri Caring Confinement Centre,other,birthing_centre,general,Unknown,Miri,4.3519074,113.9817721,0.0
Klinik Desa Losong,clinic,clinic,general,Unknown,Unknown,5.3169396,103.1161711,0.0
Farmasi Big,pharmacy,pharmacy,general,Unknown,Unknown,5.314692,103.1230704,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.9365457,102.3605978,0.0
Klinik Desa Tanjung Besar,clinic,clinic,general,Unknown,Unknown,4.0155515,102.0551779,0.0
Caring,pharmacy,pharmacy,general,Unknown,Unknown,1.4634241,103.7641862,0.0
Klinik Pergigian Yeo & Goh,other,dentist,general,Unknown,Unknown,6.1236119,100.3704039,0.0
Klinik Pergigian Low,other,dentist,general,Unknown,Unknown,6.1236882,100.3710093,0.0
Klinik Lee,clinic,clinic,general,Unknown,Unknown,6.1237322,100.3708912,0.0
Klinik Medicare An-Nuur,clinic,clinic,general,Unknown,Unknown,5.3577925,103.0959556,0.0
Pusat Dialisis Marjina Sdn. Bhd.,other,doctor,general,Unknown,Unknown,6.1517112,100.4062861,0.0
Klinik Kong,clinic,clinic,general,Unknown,Miri,4.3979063,113.9945908,0.0
Klinik Chong,clinic,clinic,general,Unknown,Unknown,3.151566,101.6980948,0.0
Klinik Metromedic,clinic,clinic,general,Unknown,Unknown,3.1516898,101.6982055,0.0
Clinic Bersatu,clinic,clinic,general,Unknown,Unknown,5.3336918,100.2762998,0.0
Clinic Bistari,clinic,clinic,general,Unknown,Unknown,5.3346505,100.275817,0.0
Klinik Ung,clinic,clinic,general,Unknown,Unknown,5.0229635,118.3288005,0.0
Metrodental,other,dentist,general,Unknown,Unknown,3.1518333,101.6984209,0.0
One Chiro Health & Wellness,other,alternative,chiropractic,Unknown,Unknown,3.1005134,101.7404486,0.0
Emergency,hospital,hospital,general,Unknown,Unknown,5.3920423,100.5745409,0.0
Dr. Fatma,clinic,clinic,general,Unknown,Unknown,4.7563599,103.419428,0.0
AA Pharmacy - Kelana Jaya,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.1059286,101.6000951,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.103762,101.6001622,0.0
Wong Eye Specialist Clinic,other,doctor,ophthalmology,Unknown,Unknown,3.1457339,101.7025683,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1503125,101.6536873,0.0
Chiropractic Specialty Center,other,alternative,chiropractic,Unknown,Unknown,3.1502858,101.6537694,0.0
Klinik Dr Fauzi (Cawangan Kuala Kedah),clinic,clinic,general,Unknown,Unknown,6.0958773,100.3398523,0.0
Kuok Ding Medical & Acupuncture,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.4162507,114.0115926,0.0
Ping An Tang TCM Health Centre,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.4158934,114.0108414,0.0
Medichem Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.3912656,113.9866103,0.0
PMG Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.3440843,113.993482,0.0
Family Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.4158423,114.0108571,0.0
Surgeri Pergigian Dr Hu,other,dentist,general,Unknown,Miri,4.4169837,114.0114321,0.0
Farmasi KH Wong,pharmacy,pharmacy,general,Unknown,Miri,4.3926432,113.9873311,0.0
CL Su Pharmacy Sdn Bhd,pharmacy,pharmacy,general,Unknown,Miri,4.3910414,113.9865113,0.0
Bypass Pharmacy,pharmacy,pharmacy,general,Unknown,Miri,4.3680324,114.0081348,0.0
Klinik Pergigian Ezhany,other,dentist,general,Unknown,Unknown,3.1787253,101.5477312,0.0
Klinik Bestari,clinic,clinic,general,Unknown,Unknown,3.1777412,101.5480511,0.0
"Radioterapi, Onkologi & Perubatan Nuklear",hospital,hospital,oncology,Unknown,Unknown,3.1721753,101.7028657,0.0
Klinik Oasis,clinic,clinic,general,Unknown,Bandar Puncak Alam,3.2316899,101.4511526,0.0
U.N.I. Klinik,clinic,clinic,general,Unknown,Unknown,3.2401595,101.4485307,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2329952,101.4503448,0.0
Dr. Peter Yie Siew Kee Dental Surgeon,other,dentist,general,Unknown,Miri,4.3917852,113.9869422,0.0
HealthHouz,pharmacy,pharmacy,general,Unknown,Unknown,3.1771722,101.5459774,0.0
jn dental surgery,other,dentist,general,Unknown,Unknown,5.3265659,100.2810892,0.0
Klinik Alfa,clinic,clinic,general,Unknown,Unknown,3.1346125,101.7394393,0.0
New Ocean Facial Treatment And Health Theraphy,other,physiotherapist,general,Unknown,Unknown,4.7578096,115.0062055,0.0
BIG Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1358652,101.7415198,0.0
Dental Suite,other,dentist,general,Unknown,Bandar Baru Bangi,2.9651029,101.7814416,0.0
Klinik Ummi Salihah,clinic,clinic,general,Unknown,Bandar Baru Bangi,2.9651267,101.7805821,0.0
Klinik Sofea,clinic,clinic,general,Unknown,Bandar Baru Bangi,2.9651593,101.7795757,0.0
Poliklinik al-Haj,clinic,clinic,general;vaccination,Unknown,Bandar Baru Bangi,2.9651103,101.7812506,0.0
Eureka Pharmacy,pharmacy,pharmacy,general,Unknown,Bandar Baru Bangi,2.9651326,101.7802105,0.0
AA Pharmacy,pharmacy,pharmacy,general,Unknown,Bandar Baru Bangi,2.9651294,101.7803504,0.0
Klinik Komuniti Duyung,clinic,clinic,general,Unknown,Unknown,2.2031714,102.3077456,0.0
Klinik Adham,clinic,clinic,general,Unknown,Unknown,1.6621506,103.5993501,0.0
Klinik Kesihatan Paal,hospital,,general,Unknown,Unknown,5.0045834,115.9226878,0.0
Klinik Mesra,clinic,,general,Unknown,Unknown,6.1163879,102.2406981,0.0
Farmasi Zain,pharmacy,pharmacy,general,Unknown,Unknown,3.1611161,101.5119309,0.0
Klinik Kesihatan Marang,clinic,clinic,general,Unknown,Unknown,5.204592,103.205852,0.0
Poliklinik Dr.Azhar Dan Rakan-Rakan,clinic,clinic,general,Unknown,Unknown,6.1199221,100.3961534,0.0
Sunway Multicare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1622804,101.5119129,0.0
Kliniki Seberang Takir,clinic,clinic,general,Unknown,Unknown,5.3754248,103.1161876,0.0
PMG Pharmacy (Malihah),pharmacy,pharmacy,general,Unknown,Unknown,1.5542552,110.2518369,0.0
AA Pharmacy Kota Damansara,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.1513117,101.5938151,0.0
Jong Integrated Traditional Chinese Medicine & Acupuncture Center,other,alternative,traditional_chinese_medicine,Unknown,Miri,4.3642301,114.0094681,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.5518284,110.3721014,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5219297,110.354895,0.0
BP Diagnostik,clinic,clinic,general,Unknown,Seremban,2.6982464,101.9124202,0.0
Klinik Dr Shashikala,clinic,clinic,general,Unknown,Kuala Lumpur,3.1995905,101.6781947,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.5535838,110.3321356,0.0
SP Care,clinic,clinic,general,Unknown,Unknown,3.3281355,101.5269519,0.0
Klinik Unimed Plaza Damansara,clinic,clinic,general,Unknown,Unknown,3.1490442,101.653142,0.0
PMG Medical Clinic,clinic,clinic,general,Unknown,Miri,4.406017,114.0002167,0.0
Appu Clinic,clinic,clinic,general,Unknown,Unknown,3.7675064,100.9819377,0.0
Tuck Heng,other,alternative,traditional_chinese_medicine,Unknown,Kuala Lumpur,3.1445483,101.6965108,0.0
Wira Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5125294,110.3068585,0.0
Klinik Pergigian Grace Chieng,other,dentist,general,Unknown,Unknown,1.5126742,110.3072621,0.0
Klinik Kota Raya Batu Kawa,clinic,clinic,general,Unknown,Unknown,1.5126988,110.3073392,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.5131439,110.3087272,0.0
Klinik Pergigian Madihah,other,dentist,general,Unknown,Sepang,2.8269227,101.6927978,0.0
Klinik Tasik Puteri,clinic,clinic,general,Unknown,Unknown,3.2828924,101.4735171,0.0
Klinik Dr Anita,clinic,clinic,general,Unknown,Unknown,5.8253129,102.5654298,0.0
Klinik Zahiah,clinic,clinic,general,Unknown,Unknown,6.170867,102.2929394,0.0
London Fertility Clinic,clinic,clinic,fertility,Unknown,Miri,4.4059715,114.0002712,0.0
Klinik Harmoni,clinic,clinic,occupational;general,Unknown,Lutong,4.4690694,114.0075846,0.0
Qualitas Health,clinic,clinic,general,Unknown,Unknown,3.1511002,101.6979061,0.0
Etern Medical Clinic (Punggol Sumang LRT),clinic,clinic,general,Unknown,Unknown,1.4083592,103.8990035,0.0
Klinik 1Malaysia,clinic,clinic,general,Unknown,Unknown,5.5856242,102.7070287,0.0
Klinik Desa Bintang,clinic,clinic,general,Unknown,Unknown,5.6294985,102.6749477,0.0
Pusat Rawatan Dialisis Islah Cawangan Jerteh,other,doctor,general,Unknown,Unknown,5.743227,102.4488831,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1471394,101.7121474,0.0
Homeopathy & Akupuntur Dr Nik Omar,clinic,clinic,general,Unknown,Unknown,3.2026914,101.7215957,0.0
Marina Pharmacy,pharmacy,pharmacy,general,Unknown,Lutong,4.4736,114.006775,0.0
Farmasi Caring,pharmacy,,general,Unknown,Unknown,1.5602781,103.7803611,0.0
Klinik Dayang,clinic,clinic,general,Unknown,Seremban,2.7368615,101.9708266,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1455687,101.709983,0.0
Jabatan Kecemasan QEH,hospital,hospital,general,Unknown,Unknown,5.9569188,116.0721217,0.0
Klinik Kesihatan Putatan,clinic,clinic,general,Unknown,Unknown,5.8987729,116.0466096,0.0
Klinik Kesihatan Trusan,clinic,clinic,general,Unknown,Unknown,4.786517,115.2766579,0.0
Klinik Kemahang,clinic,clinic,general,Unknown,Unknown,5.8553093,102.0056005,0.0
Klinik Seraya,clinic,clinic,general,Unknown,Unknown,5.6584334,100.5220954,0.0
